brand,highlight1,highlight2,highlight3,price,product,rating,reviews
Sony,Android 6.0 Marshmallow,5 inch Full HD-scherm,32 GB opslagcapaciteit,325.0,Sony Xperia X Zwart,4.5,13
Alcatel,Android 6.0 Marshmallow,5 inch HD scherm,16 GB opslagcapaciteit,179.0,Alcatel Shine Lite Goud,4,8
LG,Android 6.0 Marshmallow,"5,3 inch Quad HD-scherm",32 GB opslagcapaciteit,449.0,LG G5 SE Zilver,4.5,29
Motorola,Android 5.1 Lollipop,"5,7 inch Quad HD scherm",32 GB opslagcapaciteit,230.0,Motorola Moto X Style Zwart,4.5,221
Motorola,Android 5.1 Lollipop,"5,7 inch Quad HD-scherm",32 GB opslagcapaciteit,253.0,Motorola Moto X Style Wit,4.5,221
BlackBerry,Android 5.1 Lollipop,"5,4 inch Quad HD-scherm","1,8 GHz hexa core-processor",409.0,BlackBerry Priv Qwerty,4.5,21
Alcatel,Android 5.1 Lollipop,6 inch HD-scherm,8 GB opslagcapaciteit,119.99,Alcatel Pixi 4 Zwart,3.5,22
Sony,Android 5.1 Lollipop,"4,6 inch HD-scherm",32 GB opslagcapaciteit,266.0,Sony Xperia Z5 Compact Wit,4.5,19
Huawei,Android 5.1 Lollipop,5 inch HD-scherm,8 GB opslagcapaciteit,119.0,Huawei Y5 II Dual Sim Zwart,4.5,79
Sony,Android 5.1 Lollipop,"5,2 inch Full HD-scherm",32 GB opslagcapaciteit,422.0,Sony Xperia Z5 Zwart,4.5,68
Sony,Android 5.1 Lollipop,"5,2 inch Full HD-scherm",32 GB opslagcapaciteit,295.0,Sony Xperia Z5 Wit,4.5,68
HTC,Android 6.0 Marshmallow,"5,2 inch Quad HD-scherm",32 GB opslagcapaciteit,427.0,HTC 10 Goud,4.5,133
HTC,Android 6.0 Marshmallow,"5,2 inch Quad HD-scherm",32 GB opslagcapaciteit,401.0,HTC 10 Grijs,4.5,133
HTC,Android 6.0 Marshmallow,"5,2 inch Quad HD-scherm",32 GB opslagcapaciteit,455.0,HTC 10 Zilver,4.5,133
Nokia,Android 7.1 Nougat,"5,3 inch Quad HD scherm",64 GB opslagcapaciteit,599.99,Nokia 8 Koper,4.5,28
Nokia,Series 30+,"2,4 inch kleurenscherm",16 MB opslagcapaciteit,69.0,Nokia 3310 (2017) Geel,4.5,97
Nokia,Series 30+,"2,4 inch kleurenscherm",16 MB opslagcapaciteit,69.0,Nokia 3310 (2017) Grijs,4.5,97
Profoon,Extra grote toetsen,Grote letters en cijferweergave,Noodknop,59.99,Profoon PM-660 Zwart,0,0
Profoon,Extra grote toetsen,Grote letters en cijferweergave,Noodknop,59.99,Profoon PM-660 Rood,0,0
Huawei,Android 7.0 Nougat,"5,5 inch Quad HD scherm",128 GB opslagcapaciteit,699.0,Huawei P10 Plus Groen,4.5,16
Apple,iOS 10,"5,5 inch Retina HD scherm",128 GB opslagcapaciteit,889.0,Apple iPhone 7 Plus 128 GB Rose Gold,4.5,397
Apple,iOS 10,"4,7 inch Retina HD scherm",256 GB opslagcapaciteit,849.0,Apple iPhone 7 256GB Zilver,4.5,1049
Apple,iOS 10,"4,7 inch Retina HD-scherm",128 GB opslagcapaciteit,749.0,Apple iPhone 7 128GB Rose Gold,4.5,1049
Apple,iOS 10,"4,7 inch Retina HD scherm",128 GB opslagcapaciteit,749.0,Apple iPhone 7 128GB Zwart,4.5,1049
Acer,Android 6.0 Marshmallow,"5,5 inch Full HD-scherm",32 GB opslagcapaciteit,199.0,Acer Liquid Z6 Plus Zwart,4.5,69
Wiko,Android 7.0 Nougat,"5,5 inch HD scherm",32 GB opslagcapaciteit,179.99,Wiko U Pulse Goud,4.5,1
Emporia,Extra grote toetsen,Geschikt voor hoortoeste,Noodknop,69.0,Emporia Click Plus,4,19
Apple,iOS 9,"4,7 inch Retina HD scherm",128 GB opslagcapaciteit,639.0,Apple iPhone 6s 128GB Zilver,4.5,1228
Apple,iOS 9,"4,7 inch Retina HD scherm",64 GB opslagcapaciteit,521.0,Apple iPhone 6s 64 GB Rose Gold,4.5,1228
Wiko,Android 7.1 Nougat,"5,5 inch Full HD scherm",64 GB opslagcapaciteit,399.99,Wiko Wim Goud,5,1
Wiko,Android 7.1 Nougat,"5,0 inch Full HD scherm",32 GB opslagcapaciteit,199.99,Wiko Wim Lite Zwart,5,1
CAT,Android 5.1 Lollipop,"4,7 inch scherm",16 GB opslagcapaciteit,339.0,CAT S40,4,71
LG,Android 7.1 Nougat,"5,5 inch Full HD scherm",32 GB opslagcapaciteit,299.0,LG Q6 Blauw,4.5,3
Wiko,Android 7.1 Nougat,"5,7 inch HD scherm",32 GB opslagcapaciteit,199.99,Wiko View Zwart,4.5,1
Apple,iOS 10,"4,7 inch Retina HD scherm",256 GB opslagcapaciteit,849.0,Apple iPhone 7 256GB Jet Black,4.5,1049
Huawei,Android 6.0 Marshmallow,"5,2 inch Full HD scherm",16 GB opslagcapaciteit,245.0,Huawei P9 Lite Zwart,4.5,181
Huawei,Android 6.0 Marshmallow,"5,2 inch Full HD scherm",16 GB opslagcapaciteit,229.0,Huawei P9 Lite Goud,4.5,279
Lenovo,Android 6.0 Marshmallow,"5,5 inch Quad HD-scherm",32 GB opslagcapaciteit,323.0,Lenovo Moto Z Goud,4.5,16
Blackberry,Android 6.0 Marshmallow,"5,5 inch Quad HD-scherm",32 GB opslagcapaciteit,317.0,Blackberry DTEK60,4.5,46
Huawei,Android 7.0 Nougat,"5,9 inch Full HD-scherm",64 GB opslagcapaciteit,599.0,Huawei Mate 9 Grijs,5,73
HP,Windows 10,"5,96 inch Quad HD scherm",64 GB opslagcapaciteit,599.0,HP Elite x3 Zwart,3.5,3
General,Android 7.0 Nougat,5 inch HD scherm,32 GB opslagcapaciteit,199.0,General Mobile GM6 Wit,4.5,11
HP,Windows 10,"5,96 inch Quad HD scherm",64 GB opslagcapaciteit,849.0,HP Elite x3 + Docking Station Zwart,4.5,5
